stars,comment
5.0 out of 5 stars,"









  
  
    
  Now being stuck in for extended periods of time I decided to buy an Xbox and can't say that I'm disappointed! Great fun and using the game pass means you've got access to thousands of games for a cheap monthly subscription. Fabulous quality item which arrived very quickly. Great boredom breaker.

  
"
5.0 out of 5 stars,"









  
  
    
  Arrived in original box with seals unbroken. Upgraded from my original xbox one to the X and was blown away by the difference in both graphics and performance. I have gone from having lacklustre connection in multiplayer to ridiculous levels of connection speed. I was getting anywhere from 15mbps-80mbps with the original xbox one. Now with the X I'm getting upwards of 215mbps, I hit 405mbps last night. The improvement in graphic capability is significant too, seeing things in modern warfare that were not there with the one. Textures and small hairline cracks in walls to name just one. Things look like you could just grab them off the screen. Is it with buying in 2020, absolutely in my opinion. The series X will be expensive at launch, and games will take a while to fully utilise the new tech in the series X. Also the X is super quiet when running, even when loading a disc up.

  
"
5.0 out of 5 stars,"









  
  
    
  Bought this as an upgrade from the original Xbox One so I could start gaming in 4K. I do not regret it, it's a fantastic console. Much faster than the original, allows quicker transitions across the Xbox interface and greatly improves the graphics of games as well. Apart from a slightly louder whirring sound when it runs demanding games, it's generally very quiet. Would recommend it if you want to upgrade from an older version or if you don't want an Xbox Series X yet.

  
"
5.0 out of 5 stars,"









  
  
    
  Bought it for my son's birthday 2 months ago to replace his old, but still good Xbox One S. He's extremely happy he has the newest Xbox One X (for now). And he can make his online friends jealous. It came with Xbox Live subscription (which he's already had) and Game Pass which he's been using extensively. Everything worked perfectly from beginning. Old content from Xbox One S transferred to the new Xbox smoothly and with no problems. I contacted the seller to make sure it's a new item as it wasn't in the description and got response instantly. Bit a shame the price was nearly the same on the end of it's production life as it was when it was first released. But still happy with the purchase.

  
"
4.0 out of 5 stars,"









  
  
    
  A slight problem with delivery.. but the person I dealt with over Email was excellent and sorted it out very quickly.. as for the Xbox..it’s awesome!! I have a 4k tv so I’m able to max the graphics on the games that are enhanced.. it’s night and day compared to the S.. love it 👍🏻

  
"
1.0 out of 5 stars,"









  
  
    
  Shortly after the Amazon return window's closed, console stopped booting. Sent to Microsoft for repair, expecting a refurbished one back. It appears to be that:1. Amazon won't accept it back after just one month from the purchase2. Microsoft provides only 1 yr of manufacturer warranty in Canada3. It's worth registering the device at support.microsoft.com right after the purchase and check warranty expiration dates, etc.4. Google ""xbox one x E105 E102 boot problem"" before buying it. Had my warranty expiring in just 5 months from purchase, MS service reset it to correct dates.

  
"
5.0 out of 5 stars,"









  
  
    
  I have had my xbox one x for a couple of weeks  now and have a game pass subscription. Firstly let me say that game pass is a must have, plenty of quality games that you can download whenever you want. Secondly I am amazed at how quiet the console is as compared with my old PS4 pro. Thirdly the games on the one x are jaw dropping specially the enhanced games but all of the games I have installed both from game pass and the microsoft store and both enhanced and standard all look fantastic even old 360 classics looks amazing. Multiplat games like crash n sane trilogy and spyro trilogy and the bioshock collection as examples look miles better than either the PS4 Pro or Switch. Caution, you will need an additional external hardrive I would recommend a 4tb at least as once you start browsing the game pass and microsoft games catalogue you will be downloading games none stop. Overall the xbox one x is a fantastic piece of kit all games look amazing on it (provided you have a 4k tv). Highly recommended..

  
"
5.0 out of 5 stars,"









  
  
    
  I was pretty hesitant with buying a console second hand, especially online. But I checked the supplier and noticed there was over 1,000 reviews about them, all highly positive and felt a little more safe.The Xbox was listed as “like new”. For conditioning. A term used by all retailers and all retailers having their own perception of “like new”.Very happily surprised to see that the console was genuinely new. Not a single scratch, dent, chip, mark. Even the cables had their coiled state. I actually feel the product was undersold if anything.But I’m incredibly happy with the purchase, it came within a few days, securely packaged and even a free game chucked in kindly. Will definitely be looking at their games section in the future. Thank you The_Game_Demon !

  
"
2.0 out of 5 stars,"









  
  
    
  i was very happy when i recieved this, boxed up, new packaging, 380 pound brand new.....so i thought.....it was perfectly fine for the 1st 3 days, but then started to crash on every single game i played, the issue was caused by overheating, i took it to get repaired and he told me the problem was it had no thermal paste whatsoever on the cpu and the copper strips on the motherboard had been worn down. i was completely shocked!!!he told me it was a used console, which was disappointing because i spent alot of money on something that i thought was brand new and costing me extra to get it repaired, new copper strips and new thermal paste, he said that i was lucky that the cpu itself didnt catch fire, and i couldnt sent it back because after being opened it voids the warranty.i recommend amazon to test and check there consoles inside and out in the near future, please make sure that it is brand new, and not used....and that there is fresh thermal paste on the CPU and make sure the consoles components are 100% working and in perfect condition before shipping

  
"
1.0 out of 5 stars,"









  
  
    
  Very used poor quality product I bought in good faith  with my first army pay check as a present to myself, my mum opened as requested by me & filmed it as was very surprised by the way it was packaged. It is not reconditioned and its not sold as advertised includes un matching controller .

  
"
5.0 out of 5 stars,"









  
  
    
  Have not seen my 12 yr old grandson since I got him this for his birthday!! He loves it.

  
"
5.0 out of 5 stars,"









  
  
    
  Arrived when they said works well. I am the first owner. Very satisfied

  
"
5.0 out of 5 stars,"









  
  
    
  Great console!

  
"
5.0 out of 5 stars,"









  
  
    
  Arrived on time, works all ok. My son is loving it atm playing minecraft

  
"
5.0 out of 5 stars,"









  
  
    
  Item sold as new after 2 1/2 months stopped working contacted x box direct and warranty ran out in 2019... scam

  
"
5.0 out of 5 stars,"









  
  
    
  Bought this a while ago for my 15yr old son.  Yep you guessed it its not been switched off since  what can you say its an xbox you can't go wrong (if you want your child to stay in every day & not come out their room) 😅

  
"
4.0 out of 5 stars,"









  
  
    
  Great console that is much smaller then the original Xbox one I love the 4K but I just wish that it was much cheaper as it was truly expensive just for slightly improvements which they could have done on the next console.I’m just glad pubg is now much more smoother and I not longer lag out of the game.

  
"
5.0 out of 5 stars,"









  
  
    
  Fantastic value and excellent service fast delivery one very happy husband🤓

  
"
1.0 out of 5 stars,"









  
  
    
  terrible and the games do not load property. having paid £59.99 twice and they do not perform or work very well. I have absolutely wasted my money. requested for a refund but refused.

  
"
5.0 out of 5 stars,"









  
  
    
  5/5 for performanceI had a 1st Gen Xbox  before  so compared to Xbox one x... it feels like a new platform5/5 speed and graphicsIf you have a 4k TV this will blow you away  like your a virgin 😥5/5 costOK I monitored several places. One place on amazon the price floats daily.  I ended up buying a unit for $120 under list price. Which works perfectly for me.Tech tips must readOK people's check on amazon for usb dual cpu fan . It pluggs into your Xbox , put one fan on each end. One blowing and one sucking.  This Xbox gets super hot...so protect it.

  
"
5.0 out of 5 stars,"









  
  
    
  Really cool

  
"
5.0 out of 5 stars,"









  
  
    
  Arrived on time. Works good

  
"
5.0 out of 5 stars,"









  
  
    
  Fantastic item! Came faster than expected. Everything was present and it’s in great condition!

  
"
5.0 out of 5 stars,"









  
  
    
  Fast delivery , great xbox x for the moment.

  
"
1.0 out of 5 stars,"









  
  
    
  I got delivered a faulty xbox one and i want a refund on it as I has not worked since got it

  
"
5.0 out of 5 stars,"









  
  
    
  Brilliant service and quick delivery, a day earlier than expected. Everything packed very well and the XBOX ONE X is superb of course. Will you use again without hesitation. 👍

  
"
5.0 out of 5 stars,"









  
  
    
  No problems at all, easy to set up, looks great on a 4k television. Great selection of games in their pass library. A great console.

  
"
1.0 out of 5 stars,"









  
  
    
  Item is not new and never came in the original packaging.  I had to return it to get my refund .

  
"
5.0 out of 5 stars,"









  
  
    
  Very  nice works well

  
"
1.0 out of 5 stars,"









  
  
    
  So hard to set up .. BRAIN DAMAGE!!!

  
"
5.0 out of 5 stars,"









  
  
    
  Arrived on time very happy

  
"
5.0 out of 5 stars,"









  
  
    
  Is brand new and is working perfectly fine even after constant use after getting it. Delivery was fast, too!Doesn’t heat up near as much as the original Xbox one I had and is extremely quiet in comparison.

  
"
4.0 out of 5 stars,"









  
  
    
  Came 5 days early so very pleased about that  outer shell very small scratches  barely noticeable  anyway seems to be running OK so far came late so downloading software and games over night will put another review after a few lengthy gaming sessions see how it holds up seems to be doing OK so far DEFO SIGNS OF USE ON OUTER SHELL tho but defo worth buying

  
"
3.0 out of 5 stars,"









  
  
    
  Good delivery, not until I set it all up that I realised that it wasn't brand new. After reading some other reviews I saw that others have had the same issue, the warranty was already 3 months in, not the product advertised which is supposedly new. I would be careful when buying one of these if you are paying for a brand new product.

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent quality on 4K Samsung TV, very quick console, looks smart and is a lot smaller than the previous xbox

  
"
5.0 out of 5 stars,"









  
  
    
  Great quality machine designed to work hard on large TVs. Is strong, durable and great quality.

  
"
5.0 out of 5 stars,"









  
  
    
  It's everything as advertised. A substantial upgrade from from the original Xbox One. Delivery was early. Package arrived safe and in good condition. Very satisfied.

  
"
5.0 out of 5 stars,"









  
  
    
  Perfect item brand new manufactured 2019 very happy thanks

  
"
5.0 out of 5 stars,"









  
  
    
  Delivered a day early and I’ve got extremely happy sons.

  
"
2.0 out of 5 stars,"









  
  
    
  2nd one I've had and both end up having issues reading discs. Customer support useless as well, promise a call back and never happens.

  
"
5.0 out of 5 stars,"









  
  
    
  Arrived early. Well priced. It was new and works perfectly.

  
"
5.0 out of 5 stars,"









  
  
    
  Always been decent the one x ... good buy

  
"
5.0 out of 5 stars,"









  
  
    
  perfect choice for lockdown :)

  
"
5.0 out of 5 stars,"









  
    
  Fantástico muito bom, enfim um vídeo game para a nossa geração, o 4K funciona perfeito. Não conheço outro vídeo game que chegue ao mesmo nível

  
  
"
5.0 out of 5 stars,"









  
  
    
  Great product, kids love it

  
"
1.0 out of 5 stars,"









  
  
    
  Kept cutting of wifi.  The only way to play a game for more than a couple of minutes was with a wired conection.

  
"
1.0 out of 5 stars,"









  
  
    
  Advertised as new. It was not. Seals broken, game pass codes used, game code used. This company is a scam. Evergame is a scam. Stay away

  
"
5.0 out of 5 stars,"









  
  
    
  I bought this for my grandson and it came in perfect condition very happy with this purchase

  
"
1.0 out of 5 stars,"









  
  
    
  The Xbox arrived fitted with a European plug. Absolutely no use at all for the UK. Returned and bought another one from elsewhere.

  
"
5.0 out of 5 stars,"









  
  
    
  I'm so happy with it it's so much better than what I upgraded from. Would recommend the company, was so helpful because I was nervous about buying from an independent shop. But then they made me sure that it was genuine and it was and I'm so happy.

  
"
5.0 out of 5 stars,"









  
  
    
  Very good high definition screen good product

  
"
1.0 out of 5 stars,"









  
  
    
  absolute waste of money. worked for about a month then will not open any games or apps.amazon screwed me out of money.I would demand my money back but from what i have read, amazon do not care about their customers.If you want a console i suggest you go somewhere else because amazon will screw you over aswel.

  
"
5.0 out of 5 stars,"









  
  
    
  Arrives quicker than expected, brand new console, working perfectly

  
"
5.0 out of 5 stars,"









  
  
    
  Very happy with the item and the speedy delivery would happily shop with you again

  
"
1.0 out of 5 stars,"









  
  
    
  It works great but noticed a problem with the internet connection. Kept kicking me offline

  
"
5.0 out of 5 stars,"









  
  
    
  Fantastic customer service and fast delivery, great purchase!

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent

  
"
5.0 out of 5 stars,"









  
  
    
  Perfect console very quiet and no problems so far

  
"
5.0 out of 5 stars,"









  
  
    
  Received quickly and well packaged. Very happy.

  
"
5.0 out of 5 stars,"









  
  
    
  grandkids to play on

  
"
5.0 out of 5 stars,"









  
  
    
  Fair price, excellent condition couldn’t be happier

  
"
1.0 out of 5 stars,"









  
  
    
  Had less than 3 weeks already stopped working.

  
"
5.0 out of 5 stars,"









  
  
    
  Performing great so far. It arrived 2 days early.. ordered Friday and arrived Monday which is excellent. Everything's plugged in and turned on. Came with HDMI, power lead and a controller with no batteries.

  
"
5.0 out of 5 stars,"









  
  
    
  Works perfectly came quicker than expected

  
"
5.0 out of 5 stars,"









  
  
    
  Good. As described

  
"
4.0 out of 5 stars,"









  
  
    
  This is the second one I’ve purchased from you iv one in the living room and one in the bedroom I had Xbox 1  before and a 1x I got them 8 TB memory things of you see gate I think a really good set up

  
"
5.0 out of 5 stars,"









  
  
    
  Great console with amount of memory, excellent quality graphics

  
"
5.0 out of 5 stars,"









  
  
    
  Works amazing  arrived on time  great delivery  to door not left

  
"
5.0 out of 5 stars,"









  
  
    
  Came quicker than stated well packaged think son will love it at xmas

  
"
1.0 out of 5 stars,"









  
  
    
  Bought this 1TB and it’s actually only got 781GB capacity. Had to separately buy a 1TB external drive

  
"
4.0 out of 5 stars,"









  
  
    
  The console itself was good and as described. However, the wireless controller seems to be broken, when using the pointer or option to go up and down or a cross, it goes too fast.

  
"
5.0 out of 5 stars,"









  
  
    
  There still isn't a lot of content out there yet. But the change is noticeable on the content I was already playing before the upgrade. Mainly in the load times (noticeably faster, sometimes 2x as quick). I only have a few games at this time that are ""enhanced"" versions and they are stunning. Looking forward to the years to come.

  
"
5.0 out of 5 stars,"









  
    
  Eu uso o Xbox One X sem uma tv 4k, por tanto a diferença gráfica não fica muito notável, mas creio que com a tv 4k certa isso mude. O que é bem visível, levando em conta o desempenho, as coisas fluem e são mais rápidas do que os modelos mais antigos.

  
  
"
5.0 out of 5 stars,"









  
  
    
  Works so much better than the first generation.

  
"
5.0 out of 5 stars,"









  
  
    
  Ordered this for my brother, it is a wonderful console with awesome graphics. The box that it came in was a bit big, but it came in mint condition so no complaints there. Everything seems to be running well and normally on the system/console itself. Would definitely purchase this console again.

  
"
4.0 out of 5 stars,"









  
    
  Produto ótimo, unico problema é que ele esta na versão europeia, a tomada vai prescisar de um adaptador, e quando ligar pela primeira vez, terá que mexer na interface dele em inglês

  
  
"
5.0 out of 5 stars,"









  
  
    
  Ordered this on Prime Day for $499.Enhanced games look amazing compared to my OG XB1. Can't wait to take advantage of 4K, I just ordered a 4K monitor!

  
"
5.0 out of 5 stars,"









  
    
  Tudo perfeito, muito bom. Os vendedores são excelentes, gentis e prestativos. Única coisa que me incomodou levemente foi a embalagem utilizada para envio pelos Correios, que carece de materiais amortecedores. De resto, muito bom. Recomendo.

  
  
"
5.0 out of 5 stars,"









  
    
  Excelente console, menor e mais robusto que o One. Qualidade de imagem perfeita, adorei! Agora é esperar os jogos que explorem o potencial do console!

  
  
"
5.0 out of 5 stars,"









  
  
    
  Nothing can be said, it is good. But if the free game is a bit more, then it’s better.

  
"
3.0 out of 5 stars,"









  
  
    
  Great hardware but lacking game selection. Just get a PlayStation instead

  
"
4.0 out of 5 stars,"









  
    
  Pas vraiment supérieur, pour remplacer votre XBoxOne de premiěre génération

  
  
"
5.0 out of 5 stars,"









  
    
  O console é ótimo. Tem bons jogos, o Game Pass tem uma gama gigante de jogos disponíveis além de ter até 4 jogos por mês de graça na Live Gold. Muita gente faz comparação com PS4 por causa dos exclusivos, mas é questão de gosto... Então eu recomendo demais. Gráficos 4K lindos demais pra quem tem uma TV que suporta.

  
  
"
4.0 out of 5 stars,"









  
    
  Tecnicamente superior ao S. Tenho os  dois consoles Xbox.Vantagens:- não aquece tanto quanto o S- As imagens de jogos mais complexos flui melhor- fecha os jogos quando se abre outros-qualidade das imagens em 4k superiorDesvantagens:- preço alto- só vem com um controle por isso só ganha 4 estrelas

  
  
"
1.0 out of 5 stars,"









  
    
  Produto excelente como eu esperava, entrega super rápida, mas tomem cuidado quando efetuarem a compra com o cartão de crédito, parcelei em 10x mas foi cobrado a vista. Quando liguei para reclamar do ocorrido disseram que não tinha o que fazer, pra eu entrar em contato com a minha operadora do cartão ou mandar o produto de volta e fazer uma nova compra do mesmo. Um tremendo descaso.

  
  
"
5.0 out of 5 stars,"









  
    
  Melhores especificações da geração, roda muito bem todos os jogos e a diferença pras outras versões do xbox é ABSURDA, o meu unico arrependimento foi nao ter comprado isso antes achando que valia a pena esperar pra comprar o proximo xbox que sair, perdi muito tempo nao jogando na melhor qualidade possível, mas ai voce tem que comprar tambem um tv 4k.resumindo, confia: compre ele e a 4k, voce nao vai se arrepender.

  
  
"
5.0 out of 5 stars,"









  
    
  A performance do X é muito superior e o HDR10 faz total diferença nos jogos. Por outro lado, o HD de 1Tb é uma melhoria ilusória, pois os jogos aprimorados são muito maiores, e acaba não fazendo diferença em relação ao HD de 500Gb do console normal.

  
  
"
5.0 out of 5 stars,"









  
    
  Entrega eficiente, pronta expedita, buen equipo. Cumple con lo prometido.

  
  
"
1.0 out of 5 stars,"









  
  
    
  Bought it at the end of July/18 and it doesn’t work already. Pretty sad for such a high price.

  
"
5.0 out of 5 stars,"









  
  
    
  This replaces my original Xbox one, I am looking forward to full 4K graphics! I know the newest model is out later this year, I can wait a long time before considering it. Hail Master Chief!

  
"
4.0 out of 5 stars,"









  
  
    
  Was not aware newer games required so much memory space and constant uodates. I am a little disappointed with that. Aside from that the system is bang on with clarity and brightness, the wireless controller works great from 10 feet away from the system

  
"
5.0 out of 5 stars,"









  
    
  Não tenho o que reclamar. O Xbox One X é perfeito. Jogos com ótima qualidade gráfica, desempenho excelente, serviços de assinatura de jogos melhores ainda.Se você não quiser comprar jogos em mídia física ou os super lançamentos, ainda assim vai se divertir muito com as assinaturas. Recomendo assinar o Game Pass e o EA Access.

  
  
"
1.0 out of 5 stars,"









  
    
  Estou até hoje tentando tornar o uso do vídeo game seguro para meus filhos e não consigo. O motivo é que como os jogos ficam na minha conta. Para que eles possam jogar. Eu preciso estar online. E assim minha conta fica acessível PARA COMPRA de assinatura e jogos. Além da Microsoft forçar continuamente a assinatura de serviço de jogos e impedir jogar os jogos online. Muitas limitações artificiais neste videogame. Não é seguro para crianças.

  
  
"
5.0 out of 5 stars,"









  
  
    
  great console. Fun games so far. I am xbox forever since ps3 days

  
"
5.0 out of 5 stars,"









  
    
  So um jogador de PC a muitos anos .! .E digo que desta vez microsoft tem um console de verdade ..Para quem tem noção de taxa de quadros fps..E para os leigos e cegos.? .Não faz diferença..Ultimamente ta dificio  ter um bom pc gamer ..e digo nao compre pc baratinho  la na frente vc se arrepende e sofre depois..! Comprei  Xbox X e nao me arrependo ..tb digo e nao compensa pega um ps 4 pro video game cheio de frescua e problemas de rede ..XBOX X  E O MELHOR CONSOLE ..!!!!

  
  
"
5.0 out of 5 stars,"









  
    
  Chegou antes do prazo, atendimento excelente, me ligaram para confirmar a chegada do produto, vendedores muito bom, valei muito a pena produto lacrado tudo certo

  
  
"
5.0 out of 5 stars,"









  
  
    
  Excellent is all I can say - and arrived in two business days just in time for Christmas for my kids.

  
"
5.0 out of 5 stars,"









  
  
    
  What's not to love! Got it in time for xmas.

  
"
5.0 out of 5 stars,"









  
  
    
  Love my one x. It's on all day every day. Zero complaints :)

  
"
5.0 out of 5 stars,"









  
  
    
  Great price on the one x. World like a chram and plays games in 4k beautifully. Only downside is controller that came with it has one side that's a bit off alignment so the one side is kinda sharp and dings in during gaming sessions, trying to get replaced but being giving a hard time.

  
"
5.0 out of 5 stars,"









  
    
  Ótimo, eu ja tinha o XBOX ONE FAT.  Comprei uma tv em 4k para poder comprar XBOX ONE X fora os gráficos ser lindosA rederização dos mapas são muito mais rápido em jogos grandes como PUBG que exige muito do processador do game.Recomendo para quem gosta de jogos Online deixa sua jogabilidade muito mais fluída e mais rápida.agora aquele Player que não tem muita Exigência XBOX ONE FAT esta de bom tamanho também.Estou Satisfeito com o produto. ABS!

  
  
"
5.0 out of 5 stars,"









  
    
  O produto chegou em bom estado e antes do prazo, apesar de ter apresentado problemas na hora de retirar o produto junto a transportadora. A loja forneceu auxílio e o produto foi retirado com sucesso ao final.

  
  
"
5.0 out of 5 stars,"









  
  
    
  Its good but why does it get soo hot in the back

  
"
5.0 out of 5 stars,"









  
    
  Ótimo! É a Microsoft sempre na frente, produto simplesmente muito bom, design bonito, desempenho muito bom e sistema muito fácil de usar.

  
  
"
5.0 out of 5 stars,"









  
  
    
  So far I am very happy with my purchase. I'm getting much faster wireless network speeds, games look better and run faster than my old xbox one launch model. Smaller size is nice, and it's great to no longer have the enormous power brick the x1 was notorious for.

  
"
5.0 out of 5 stars,"









  
    
  Gameplays em 4k com o melhor desempenho de todos os tempos. Sem dúvida o melhor console já projetado até hoje. Sem contar com os serviços que a Microsoft oferece como a Live Gold, Gamepass, EA Acess, Retrocompatibilidade, Enhaced Games, Crossplay, entre vários outros. O preço dos jogos é super acessível e a dash do console é linda, além de super pratica. Em outras palavras... Perfeito! ♥

  
  
"
5.0 out of 5 stars,"









  
    
  O melhor console da atualidade, bom acabamento, compacto e muito rápido. 4k show. Recomendaria apenas que o vendedor trocasse de transportadora, houve atraso na entrega.

  
  
"
3.0 out of 5 stars,"









  
  
    
  First of all, i own all other platform consoles (PS4 Pro, Nintendo Switch) I have zero issues with the controller losing sync on those. But about every half hour on my Xbox One X, the controller drops. I have to remove the battery and reset controller. (I did buy brand new Microsoft controller to see if maybe it was a problem with original controller) and still it drops all the time. makes gaming (especially multiplayer) almost unplayable, anyone else experiencing this?

  
"
5.0 out of 5 stars,"









  
  
    
  Very happy. Perfect condition. Thank you.

  
"
5.0 out of 5 stars,"









  
  
    
  Perfect, just what I wanted

  
"
4.0 out of 5 stars,"









  
  
    
  good!

  
"
1.0 out of 5 stars,"









  
  
    
  The box started malfunctioning within 5 months of purchase. The Amazon.ca vendor, TreasureChest, told us to to go Microsoft as it was under warranty. Microsoft refused to honour the warranty because we'd purchased on Amazon.ca through a third-party vendor. TreasureChest is no longer replying to emails for help. So we are left with a NON-Functioning $600 Xbox and no recourse. DO NOT use TreasureChest to buy this box. In FACT, do not buy pricey stuff like this here because nobody will help you when it goes wrong.

  
"
1.0 out of 5 stars,"









  
  
    
  I haven't even had my Xbox one X for a year. Had to send my first one away because the hdmi port stopped working. Now, the replacement one has stopped working with the exact same problem! So now they want me to pay 300 on top of what I already paid to have it fixed, and why would I do that if it very well may happen again.... Very unhappy about it.

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome product, fast shipping.

  
"
5.0 out of 5 stars,"









  
    
  Console excelente! Surpreende pela velocidade, gráficos aprimorados e desempenho do sistema como um todo. Todas as opiniões positivas sobre ele se concretizaram.

  
  
"
5.0 out of 5 stars,"









  
    
  Ótimo console. Lindo, simples, completo e rápido; atendeu bastante as expectativas.

  
  
"
5.0 out of 5 stars,"









  
  
    
  Love it. I don't even have to buy the physical game. Just buy it on your Microsoft account.

  
"
5.0 out of 5 stars,"









  
    
  Produto veio conforme o comprado, lacrado e chegou em 3 dias úteis, no menor tempo estimado na compra. A embalagem é de fábrica e é bem resistente ao transporte. Junto com o Xbox vieram 2 códigos de 1 mês para o Live Gold e para o Game Pass. Muito satisfeito com a compra.

  
  
"
5.0 out of 5 stars,"









  
  
    
  Awesome performance, love it.

  
"
5.0 out of 5 stars,"









  
  
    
  Arrived in Ontario quickly. Brand new and works great! Seller is very trustworthy.

  
"
5.0 out of 5 stars,"









  
    
  Sou um gamer que gosta de diversão e graficos lindos , é por isto que comprei este console , e me surpreendi com sua capacidade grafica fora seu resfriamento que e muito eficiente ,recomendo

  
  
"
5.0 out of 5 stars,"









  
  
    
  Great product, better than my previous one - it is smaller, faster and has better graphics then previous one. 2 thumbs up.

  
"
5.0 out of 5 stars,"









  
  
    
  Used to be skeptical about consoles as a PC gamer. Now I love both platforms equally!

  
"
5.0 out of 5 stars,"









  
  
    
  4K gaming is the way to go, glad I got this.

  
"
5.0 out of 5 stars,"









  
  
    
  Great build and perfectly silent. Currently my go-to solution for multi-platform games

  
"
5.0 out of 5 stars,"









  
  
    
  It's a great system. No issues.

  
"
5.0 out of 5 stars,"









  
    
  Très bon, je suis heureux

  
  
"
5.0 out of 5 stars,"









  
  
    
  Great! It came fast and works great!

  
"
5.0 out of 5 stars,"









  
    
  O melhor console de todos os tempos. Rápido, silencioso, graficos incriveis. Vale muito a pena.

  
  
"
5.0 out of 5 stars,"









  
  
    
  Been enjoying my first 4k experiences no complaints.

  
"
5.0 out of 5 stars,"









  
  
    
  Only thing I don't like is having to have a membership for online play.  First person games are unreal with 4K

  
"
5.0 out of 5 stars,"









  
  
    
  I’ve had this for just over two years now and I feel like I keep finding out more I can do with it. Graphics are top notch, noticeably better from the One. It’s amazingly quiet, and I basically use it for entertainment centre now. 1 TB storage needs to increase though, I bought an external drive and it’s almost filled as well. It also has a great design and sleek. The controllers are durable and fit the hand nicely. Would recommend

  
"
5.0 out of 5 stars,"









  
    
  Produto excelente,  a qualidade dos gráficos é impressionante.  Difícil mesmo é conseguir parar de jogar. Observação: usado em uma TV ks7000 da Samsung (pontos quânticos),  um pouco difícil de configurar TV x Game. Antes de configurar,  não dava para perceber muita diferença para o xbox one convencional

  
  
"
5.0 out of 5 stars,"









  
    
  Excelente console. Rápido, um lindo design. Discreto.

  
  
"
5.0 out of 5 stars,"









  
  
    
  Great system. The games that I have that have been updated to use the power of the One X really look amazing now and load times are better than they were on the original Xbox One. I'm very happy with this purchase!

  
"
5.0 out of 5 stars,"









  
    
  Produto excelente. Veio mais rápido do que eu esperava. Novo e lacrado. Original. Recomendo o vendedor. Ótimo preço em relação ao mercado.

  
  
"
5.0 out of 5 stars,"









  
    
  Excelente. Atendeu todas as expectativas. A qualidade gráfica é impressionante e o sistema de assinatura mensal (EA Access e Xbox Game Pass) permite o uso de diversos jogos, muitos lançados há pouco tempo. Grande evolução em relação ao XBOX 360, especialmente se a TV for 4K com HDR.

  
  
"
5.0 out of 5 stars,"









  
  
    
  Powerful console with backwards compatibility to previous generation games. Not much more needs to be said.

  
"
5.0 out of 5 stars,"









  
  
    
  I waited quite a while but what really made me buy the Xbox one x is because of red dead redemption 2 I was playing it on my Xbox one an will it look decent but after watching the glorious videos of ppl playing in 4k I had to finally get one an gunna play red dead 2 on my 4K 55 inch Sony tv tmr it came pretty late so just leaving the games to download overnight while I sleep an get nice an rested to play the best game ever made so far!!

  
"
5.0 out of 5 stars,"









  
  
    
  this xbox one x should been the one that released at launch!!! it's a really well made gaming system that needs more first party games that's the only thing that hurts the xbox one! Microsoft needs to get their B***S*** together & start making first party games & getting exclusive 3rd party games & even PC games to play on the xbox one x their is so much potential usage for this game system it's endless this xbox one x could be the next great xbox 360 part2 if they just focus on the real reason what makes a great gaming machine! time will tell & it's too bad that Microsoft is only concern is this new xbox series x & s & making easy fast money & who cares about the average working class Joe!!! just milk him for all he is worth! I hope I am wrong & Microsoft will listen to the working class Joe!

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent Product

  
"
4.0 out of 5 stars,"









  
  
    
  Still pricey, too pricey. But it's nice to play in 4k.

  
"
5.0 out of 5 stars,"









  
    
  Gráficos bonitos, console compacto, além disso, os jogos da série Forza são muito bem produzidos e só estão disponíveis para o Xbox. O ponto negativo (que existe em todos os consoles do mercado) é o alto valor dos jogos.

  
  
"
5.0 out of 5 stars,"









  
  
    
  I use this as a media streamer as well as a gaming machine. Quality and clarity of 4K is crazy good.

  
"
5.0 out of 5 stars,"









  
    
  J’avais déjà la Xbox one mais je l’ai changée  pour la x car j’ai investi dans une tv 4K et les images sont justes waow!

  
  
"
4.0 out of 5 stars,"









  
  
    
  Great product.Unhappy they want me to buy a $100 adapter to continue using my connect. Thanks Xbox

  
"
5.0 out of 5 stars,"









  
  
    
  Good unit arrived on time it’s to bad it dosent come with a mic

  
"
5.0 out of 5 stars,"









  
    
  En perfectas condiciones y todo muy funcionalMejor calidad en los juegos

  
  
"
5.0 out of 5 stars,"









  
  
    
  If you are an xbox fan you will be dancing.  It is so real.  The graphics are amazing.

  
"
5.0 out of 5 stars,"









  
    
  Ótimo console, faz jus ao título de console mais poderoso do mundo. Gráficos incríveis nos jogos otimizados para o Xbox One X., E uma ótima experiência também nos demais

  
  
"
5.0 out of 5 stars,"









  
    
  Produto perfeito nota 10, chegou muito rápido muito mesmo. Vendedor nota 10. Produto lacrado perfeito com nota e garantia muito bom.

  
  
"
5.0 out of 5 stars,"









  
  
    
  Came in perfect condition

  
"
