stars,comment
5.0 out of 5 stars,"









  
  
    
  Really happy I lucked out. It's a  shame you didn't stop bots from buying most your stock but I got the golden ticket.

  
"
5.0 out of 5 stars,"









  
  
    
  Most powerful console, and best load times. Amazing graphics

  
"
5.0 out of 5 stars,"









  
  
    
  Ordered Dec. 9th for my dad, delivered Dec. 16th, Excellent!

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome console. Great quality. Pretty heavy and very quiet.

  
"
5.0 out of 5 stars,"









  
  
    
  Great size, boyfriend loves it

  
"
5.0 out of 5 stars,"









  
  
    
  My friends love it! Thanks

  
"
5.0 out of 5 stars,"









  
  
    
  Really enjoyed this, was a must have for the holidays

  
"
5.0 out of 5 stars,"









  
  
    
  10/10 Would stress about my order going through again

  
"
5.0 out of 5 stars,"









  
  
    
  It’s great

  
"
5.0 out of 5 stars,"









  
  
    
  So cool that it’s cool

  
"
5.0 out of 5 stars,"









  
  
    
  Very fast an very reliable so far

  
"
5.0 out of 5 stars,"









  
  
    
  It’s amazing. Better than the ps5 for sure.

  
"
5.0 out of 5 stars,"









  
  
    
  Hella fast!!!!!

  
"
5.0 out of 5 stars,"









  
  
    
  Would buy another one

  
"
5.0 out of 5 stars,"









  
  
    
  Nice console

  
"
5.0 out of 5 stars,"









  
  
    
  Perfect doesn’t run too hot

  
"
5.0 out of 5 stars,"









  
  
    
  Happy to have an Xbox!

  
"
5.0 out of 5 stars,"









  
  
    
  Works well so far.

  
"
5.0 out of 5 stars,"









  
  
    
  It’s super sexy

  
"
5.0 out of 5 stars,"









  
  
    
  Works better than PS5 no cap

  
"
5.0 out of 5 stars,"









  
  
    
  Works great

  
"
5.0 out of 5 stars,"









  
  
    
  next gen power is real.

  
"
5.0 out of 5 stars,"









  
  
    
  love it🌱

  
"
5.0 out of 5 stars,"









  
  
    
  Love it

  
"
5.0 out of 5 stars,"









  
  
    
  Great

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing product

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing. Straight up

  
"
5.0 out of 5 stars,"









  
  
    
  Great love it!

  
"
5.0 out of 5 stars,"









  
  
    
  Very nice!!!

  
"
5.0 out of 5 stars,"









  
  
    
  like it

  
"
5.0 out of 5 stars,"









  
  
    
  Oh Yes

  
"
5.0 out of 5 stars,"









  
  
    
  👍🏼

  
"
5.0 out of 5 stars,"









  
  
    
  Good

  
"
1.0 out of 5 stars,"









  
  
    
  Rip off , hope you never sell it

  
"
1.0 out of 5 stars,"









  
  
    
  People should not buy to this kind of speculators. Those people are the reason why we can’t find consoles at a regular price.!

  
"
1.0 out of 5 stars,"









  
  
    
  Please do not buy this. Whoever this is you should be ashamed of your self.

  
"
1.0 out of 5 stars,"









  
  
    
  My nephew Anthony who came to live with me in  2020 never had much let alone a modern game system. All year long talked about wanting the new Xbox. He saved up he collected cans from the neighbors all year and then when it was time to go buy one NOPE. All the bad men as he called them made it so a  13 yr old boy who worked his but off couldn't make his dream happen.For those who don't know we have some people who wrote software and they use it too buy up every console they can. Amazon and Walmart and game stop could put protections in place to stop mass buying but why they make their money and in the case of Amazon they make more when that item is bought then marked up.This kid is seriously devastated he at 13 cant understand why he saved all year and cant own a new game system.

  
"
2.0 out of 5 stars,"









  
  
    
  Microsoft missed the ball and rushed to beat PS5, Sony delivered today, MS did not show up.

  
"
1.0 out of 5 stars,"









  
  
    
  Look bottom line is if you already have an Xbox One X,,,wait. Save your money keep it in your pocket use that money to buy games but you can still play on X1X.. right now you're not going to get any better graphics the best you might get is some frame rates and some load times. If that's really worth another $500 or more plus all the hassle of stock to you then I feel kind of sorry for you. By the time games are actual next-gen capable within a year to two years after that a mid gen console that's more powerful come out.. day one edition consoles are for the beta testers. Then the Alphas come in and get the better deals the better product with the better content.. same with the PlayStation. Since I only use PlayStation for exclusives there's no reason for me to get one for at least a year...

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing.  I held out on the One X because there had been whispers of this next gen console for several years, so I figured I would just go all in whenever it came out.  I was one of the fortunate few who were able to snag a pre order, and I have been playing daily since launch.  The performance is unbelievable.  There obviously isn't much in the way of Series X games yet, but I have been catching up on some Xbox One games I haven't played, notably Doom Eternal and Control so far.  If those are considered last gen games running on the Series X, I can't imagine how games could look or perform much better.  They look incredibly great, and load times are basically non-existent.  It's just a joy playing.Packaging and set up really feel top notch.  They went over the top with the packaging, it feels really nice opening.  Set up is very easy too, similar to setting up a google product.  You do it all through your phone, and it is very easy and painless.  I was worried when there were reports of it ""running hot like a furnace"" pre launch, but those reports are pretty laughable.  It doesn't get any hotter than any other console I've had, and it actually probably runs much cooler than my old OG Xbox 360 that bit the dust a while back.  The great thing that you wont notice as well, is that it is super quiet.  The only time I hear it is when its whirring whenever I power it on.The only minor negatives I have are that it is big, and IMO a little ugly.  However it is smaller and I think better looking than the PS5.  I have it set up horizontally on my entertainment center, and it doesn't look quite right.  Its obviously made to be set up vertically, but I don't know anyone who puts their consoles in a vertical position, and not to mention you can't really put it in an entertainment center that way.  But when you're playing, who cares how it looks?  The other thing is that quick resume is finicky.  It doesn't work ALL the time, but when it does it's amazing.  You can literally power on the console, and you're playing exactly where you left off last time in about 30 seconds.  I also wish there were an SPDIF out for my AV receiver.If you're a gamer and deciding between the Series X or the Series S, I think in the long run the Series X is absolutely a better bet.  The main thing that scared me off on the Series S is the memory, and the lack of a disc drive.  The cost of the expandable storage is exorbitantly expensive, and the 500GB will probably fill up fast on the Series S.  If you buy the S and the proprietary storage, you're already at the cost of the Series X.  However the 1 TB on the Series X is perfect.  I currently have 13 games, between One and 360 versions, with about 50% storage remaining.  However, I'm sure future games will take some more space.  Overall, I am overly happy with this, and has made my quarantine time actually enjoyable.  Just do not buy from resellers on ebay, as I am sure more are coming available very soon.

  
"
1.0 out of 5 stars,"









  
  
    
  Having both a PS5 and an Xbox Series X -- I can safely say the PS5 is the real next-gen experience.Both have great base hardware, but the PS5 makes a real leap into the next generation with the groundbreaking DualSense controller, amazing 3D Audio, and a whole new UI -- While Xbox Series X is just a hardware boost to the pre-existing Xbox One. What a disappointment.And that's to say nothing of the massive games deficit between the two, which will only keep growing -- Sony has many of the world's finest studios churning out unparalleled experiences.I just can't find a reason to turn on my Xbox Series X at all right now. I imagine I'll find some reason eventually, but I have a strong feeling it's never going to justify the $500 price tag -- nor even a $300 one.I know the PS5 is hard to find right now, but keep trying. It's worth it.

  
"
1.0 out of 5 stars,"









  
  
    
  I hope u get  Diarrhoea and can't make it to the bathroom

  
"
1.0 out of 5 stars,"









  
  
    
  Scalper

  
"
5.0 out of 5 stars,"









  
  
    
  Bit of a rocky start. Took a bit to get here. But once everything was hooked up ( new LG OLED tv from Amazon) and wireless headphones. Ahhhh gaming heaven. Worth it if and when you find one :)

  
"
1.0 out of 5 stars,"









  
  
    
  Don't buy this overpriced bs. Wait for stock to come soon!

  
"
1.0 out of 5 stars,"









  
  
    
  Expected better standards from Amazon.

  
"
5.0 out of 5 stars,"









  
  
    
  Beautiful design, powerful, fast and that quick resume... AWESOME!!!

  
"
1.0 out of 5 stars,"









  
  
    
  Crook

  
"
1.0 out of 5 stars,"









  
  
    
  Msrp 499.99 dont pay more

  
"
1.0 out of 5 stars,"









  
  
    
  999$? You’ve got to be kidding. No one is going to pay 500 more than retail value.

  
"
5.0 out of 5 stars,"









  
  
    
  I love it

  
"
2.0 out of 5 stars,"









  
  
    
  My honest non biased critique on the xsx DiscussionHonestly this system has been very disappointing for me. I have been a gamer all of my life, and never been a fanboy of the big 3. I game to game, and mainly get all 3 systems each gen. This isn't for the people who can't counter my points in a constructive way, and will just lazily label me a troll or some garbage. I currently have every Microsoft system hooked up, minus my og xbox which is put away. I only bought it because I still wanted to play true crime nyc, mech assault, and Def Jam fight for NY. I am upgrading from an xbox one slim to the series x.Onto the critiques:The network adapter is worse than the xbox one slim one. I have tested this mutliple times. I have downloaded a game on my one slim and a game update(Haven 1.66gb) on the xsx, the one slim downloaded quicker.Also it random disconnects for no reason. Since I got my xsx on 12/15 I have ran the system by itself and no other system, and I have run it along with my slim(I have to do something else with all these huge updates and upgrades going on). Due to it randomly disconnecting, it would cause freezing and system issues. I go to play said games, long system freezes and crashes. Disconnect, then immediately reconnect and then retry to play the said game. Then be told of a huge update file 3 times back to back(glitching due to disconnection), then it finally starts updating and upgrading finally.The huge update and upgrades. OH MY GOD!!!!!!! I swear this was the first thing to almost make me ragequit all future Microsoft consoles, and to sell my xsx for a ps5. I copied over some games from my external hdd. Think I would just get a upgrade to xsx version and be done with it? Nope!!!!!! You have to update huge files , only to be told you need to upgrade with 55gb+ sized files(Destiny 2 upgrade was 70gbs) on top of that. I don't feel like I bought a game system but a non stop updating and upgrading system. Boy do I feel for the people with data caps and restrictions.External Harddrive issues. I am using a wd 4tb passport extrnal drive on my one slim & xsx, pretty good brand. I bought it a year ago. I have 415 games on it digitally when I plug it into my one slim, however when I plug it into my xsx I have 385 digitally on it. What happened to those other 30 games? I have restarted both systems and then tried the external harddrive on both multiple times. I am at a lost.Downloading is really bad. When I initially saw the slower speeds and longer download times, I took to google and discovered via youtube you can't have games opened while downloading or otherwise you get slower speeds. On my one slim, I could download a game, watch youtube, and run rewards or gamepass and still get good speeds. On the xsx, that isn't happening unless you want your downloads to crawl to a snail's pace. I don't see how this is next gen, and previous gen could do better. This basically nullifies any value quick resume has.Auto Hdr. Why not make it to where you can turn off the auto hdr in each game individually? Why must it be either off or on? Some games can look good with auto hdr, while others like scarygirl looks weird with auto hdr. I am forced to cut it off and not enjoy the games that will benefit from it, or leave it on and play great games that visually look bad or weird due to auto hdr. No middle ground or compromise.Visual difference. Having upgraded from an one slim & nice 4k uhd tv, I barely see any real difference visually. From 4k blu ray movies to games, I see no real difference. I was expecting to be blown away since I was constantly told native 4k was so much better than upscaled 4k. I have tested out movies and games on the xsx, nothing has made me say yes this is worth owning a $540 system over lol.In Closing: Even at the moment of writing this, I am using my one slim to do youtube while my xsx updates and upgrades(66.13gb for forza horizon 4) to avoid slow down. I paid $250-$275 out of pocket(the rest in rewards points) for this system and I am severely disappointed by it. My one slim can do almost everything the xsx can do, if not some things better. I am not impressed. I wish I had waited 2 years.

  
"
5.0 out of 5 stars,"









  
  
    
  The xbox itself is great but the amount of people who are re-selling it for 1000+ dollars makes it very difficult to find a standard product.

  
"
1.0 out of 5 stars,"









  
  
    
  Overpriced. Don’t pay over $500 for this.

  
"
5.0 out of 5 stars,"









  
  
    
  Great Machine, Better then some high end PC's. And a lot less in price. Well unless you're buying from a scalper. Never BuY from a scalper. Chances are the machine is a brick and your money will be good bye forever.

  
"
1.0 out of 5 stars,"









  
  
    
  This is a complete waste of time trying to find one here, might as well look for one in the ocean instead.

  
"
1.0 out of 5 stars,"









  
  
    
  Amizon need double authentication for larger purchases over 499.99 dallars

  
"
1.0 out of 5 stars,"









  
  
    
  That’s sad that you are trying to ripe people off!

  
"
5.0 out of 5 stars,"









  
  
    
  The Xbox Series X has better and more powerful CPU and GPU, it's more quiet, it's smaller than the PoS5 and has QuickResume, Auto HDR, can do 1440P, has lightyears better game subscription service and it can actually do 4K with 60FPS/120FPS and last but least XSX’s SDD is way way faster than the Sh!tstation 5’s  glorified HDD.

  
"
1.0 out of 5 stars,"









  
  
    
  You could build a bada@@ PC for the current pirated cost of this. I wanted one for my son for Christmas, but I could build him an awesome PC for same price. Good job Amazon.....

  
"
1.0 out of 5 stars,"









  
  
    
  Console shuts off every 5 minutes. Can't get any help from Microsoft of course

  
"
3.0 out of 5 stars,"









  
  
    
  I’m a fan of Xbox but not impressed they took out the Kinect factor so I can’t monitor what is being said while my grandson is playing also storage cost is unreal this little box can turn into a money pit if not careful love my old Xbox x

  
"
3.0 out of 5 stars,"









  
  
    
  The difference in game quality both graphically and responsiveness was night and day from my Xbox One. The console powers on and delivers me to the hone screen in less than 2 seconds, and boots games in a similar timeframe.One major issue Microsoft needs to address, but probably won't, is the fact that many gaming monitors aren't compatible with the xbox at 1440p 120hz. These monitors can run these specs over hdmi 2.0, but don't conform to the standard VESA timings, which is all Microsoft uses. This limits many high end gaming monitors to 1080p 120hz, or 1440p 60hz, which is unfortunate. If you plan to upgrade your tv or monitor, make sure you do considerable research into which model will actually work like it should with the Series X.

  
"
1.0 out of 5 stars,"








  
  Your browser does not support HTML5 video.










  
  
    
   As you can see x box the ps5 controller is just superior to the same old Xbox controller PlayStation really went all out and Xbox didn’t even try in conclusion if ur looking for a new console ps5 is the way to go ( ͡° ͜ʖ ͡°)

  
"
1.0 out of 5 stars,"









  
  
    
  I can't help but think of the kids who saved up to get one of these only to realize they are $300-$1000 off.  Why is Amazon going along with this?

  
"
2.0 out of 5 stars,"









  
  
    
  I was really looking forward to the series X, and was excited when I managed to get one in a Wal-Mart drop.  So far it has been nothing but frustration.  There is no optical port, which is bad since my receiver doesn't take HDMI.  The worst part is it won't connect wired.  My Xbox One and TV are the only things in my house I don't do wireless, and I would strongly prefer the series X be wired as well.  Support has been absolutely no help whatsoever.

  
"
5.0 out of 5 stars,"









  
  
    
  I received my Xbox Series X direct from Microsoft on launch day.  Two observations, it's incredibly faster than my Xbox One X and extremely quiet considering how big the cooling fan is.  The game quick start feature is similar to unpausing the game but doing it when the console is off.  One concern I did have, is that when the console is on it's side it get's incredibly hot.  Nothing happened but I moved it vertical to be proactive.

  
"
1.0 out of 5 stars,"









  
  
    
  Amazon is very stupid about marketing the Xbox series X scalping an illegal scalping shouldn’t be a policy on fire on Amazon

  
"
5.0 out of 5 stars,"









  
  
    
  Although an upgrade to a PS4 and XBONE are not completely necessary at this time, this console is  amazing. Since I have my One X, in the living room, and the Series X in the game room, I get to see the difference in visual quality and performance of games first hand.  I considered the PS5 but I hardly used my Ps4 and most of the games form last generation were purchased on the Xbox ecosystem so this made alot more sense. Having gamepass and back compatibility is a huge plus as well. Overall, I am so happy I bought this gaming machine. Again, you can wait a while as buying it now isn't a must just yet but ehen you do, you will appreciate the leap forward.

  
"
1.0 out of 5 stars,"









  
  
    
  $499

  
"
1.0 out of 5 stars,"









  
  
    
  Hype a game system up all year and then don't deliver it. No excuses. That's just POS behavior. Microsoft and Sony should suffer for this.

  
"
1.0 out of 5 stars,"









  
  
    
  $250 more for an Xbox series X, hopefully people are smart enough not to buy!!!

  
"
1.0 out of 5 stars,"









  
  
    
  You probably got your hands on hand sanitizer and masks a year ago also. Pos

  
"
1.0 out of 5 stars,"









  
  
    
  no

  
"
1.0 out of 5 stars,"









  
  
    
  I'm switching to PS---xBox can't deliver their new game set for the holidays....

  
"
3.0 out of 5 stars,"









  
  
    
  Haven’t got one because of scalpers but I know it’s great, it would be great if companies like this one would actually do something about them.Great console, horrible distribution and execution.

  
"
1.0 out of 5 stars,"









  
  
    
  Would give 5 stars. Never available too buy. Not a good product if you can’t get it.

  
"
1.0 out of 5 stars,"









  
  
    
  I bought this and took it to my man cave/cabin. Couldn't even play it because it requires internet. Thanks Microsoft

  
"
1.0 out of 5 stars,"









  
  
    
  For that same price I just got mine with 2 years extended warranty, headphones with warranty, extra controller,  rechargeable batteries and had some money to spare🤣🤣God, what a little patience can do

  
"
5.0 out of 5 stars,"









  
  
    
  Got on launch day at my work it’s big works great sow far no problems with it plays all my disc games 360 Xbox one games and dvd movies

  
"
1.0 out of 5 stars,"









  
  
    
  Overpriced

  
"
1.0 out of 5 stars,"









  
  
    
  You need to drop that price down to 700

  
"
1.0 out of 5 stars,"









  
    
  Solo 3 dias de uso y se daño

  
  
"
5.0 out of 5 stars,"









  
  
    
  To start off with I see a lot of post that say this is a scam etc. To clear the air. There are people that can resell through amazon just be weary of who you're purchasing from. I purchased this directly from Microsoft throguh amazon at 599$ CAD. I did also have to purchase a tv for the full experience samsung Q70 hdmi 4 supports 2.1 hdmi and 4k. The Q80 &Q90 do support this also if you were wondering.The xbox does give calibration options for your TV.The walk through at the beginning is really key for the experience.Yes we were short handed because xbox delayed all their new game releases but system functionality wise SO FAR is great. I will Update this once I've played some games just to advise of my full experience.

  
"
5.0 out of 5 stars,"









  
  
    
  Incredible machine. Sets up in a flash. The App is key for easy set up. Feels so smooth. HDR is incredible for upscaling games. Nice to have 800gb and purchasable expandable memory now.Obvious drawback are games. We need more. BUT the upscaling with game pass and HDR allows you to rediscover old games which is awesome.Playing the Xbox Series X with the Elite 2 controller and Arctis SteelSeries 9X is a transcendent experience. Truly the Ferrari of gaming.And it’s not THAT big compared to a Day 1 Xbox One.

  
"
5.0 out of 5 stars,"









  
  
    
  Microsoft killed it this time around. Compete focus on the gamer. And gamepass is a steal

  
"
5.0 out of 5 stars,"









  
  
    
  The Xbox Series X addresses the Xbox One X's weakest point: speed. It has a powerful CPU in addition to its monstrous GPU and has built-in SSD. You'll be impressed with the speed from the get-go. The initial setup was super fast and it even allows you to copy settings from the cloud that it backed up from your previous console.You'll be up and running in no time, and if you are a Gamepass subscriber, you'll have great games to play such as Gears Tactics & Tetris Connected. You'll have to be patient though as they download or as you apply the Series X optimization patches. While the delay of Halo Infinite's launch left a big hole in the launch lineup, it did not really bother me as I have more than enough launch games to play. Yakuza Like a Dragon is quite fun and looks fantastic on the console. Tetris Connected, while not a graphical showcase, manages to look quite cool and flashy, and  is incredibly addicting with numerous online and solo game modes.The backwards compatibility truly shines and it is a joy going back to some of your favorite titles that perform better now with the power of the Series X. Forza Horizon 4 and Gears 5 never looked so good at 4K-60fps. The new controller is not a big change, but since I use the Elite 2 anyways, that didn't bother me all too much. I quite like how the new controller feels and it seems they made some minor yet meaningful tweaks to it overall. The bumpers seem more responsive to me and the share button is a useful addition.Looking forward to seeing what's next for this powerful console and I am very impressed with the overall package so far.  Cheers

  
"
5.0 out of 5 stars,"









  
  
    
  Purchased straight from Amazon on release day. Was surprised to see that they had the Xbox in stock (had no intention of buying on release day due to my limited luck in these things). Pretty happy with my purchase.So far I've installed Call of Duty Cold War and the game looks really great on my 4K TV. I upgraded directly from the regular Xbox One 500gb so there's an enormous difference between that and the Series X. The Series X boots up instantly, there's practically no wait times for any loading screens, and best of all there is no lag for once. You could feel how outdated my regular Xbox One became.Yes there is basically no games out for the system right now. Yes the PS5 is cooler because they redesigned the controller and have some decent games out right now. That being said, I purchased this Xbox for Halo so I'm just waiting for that. Is the console worth $599? Depends if you're okay with spending the money. Otherwise just wait it out with your Xbox One X or PS4 Pro for now. Don't pay scalper money please (it's not worth like 1 grand lol)

  
"
5.0 out of 5 stars,"









  
  
    
  The Xbox series X is the gold standard for gaming.It loads games in seconds and boots up super fast. Playing a 4K is beautiful as long as you have the appropriate TV or display. And your media apps are all available to view and work as expected.The system is packaged very well from Microsoft and it is a pleasure to open and wield protected. Out of the box it comes with everything you need.Setup is easy and fast with the Xbox app for smart phones. You will be up and running in a few short minutes.The system runs cool and Quiet! It is a huge improvement from last generation. You will need to make sure your entertainment unit has enough room for proper airflow or place it beside or behind your TV.The only con so far is the power cable is a little on the short side but definitely not to small but a longer cable could add flexibility for placement considering it’s size.

  
"
5.0 out of 5 stars,"









  
  
    
  True 4K Gaming Experience!Played COD Warzone at 120fps and it amazed me how powerful the console is.  The size of the XSX is also perfect. The huge fan is extremely quiet. I can barely hear anything even it is working at 100% loading. The only thing I don’t feel as good as my PlayStation 5 is the controller. The DualSense of PS5 brings the next gen gaming to a whole new level. Really really hope Microsoft will update the controller soon! Right now I will buy And play a cross platform game on PS5 if the game is using dualsense until XSX gets a real next gen controller.

  
"
4.0 out of 5 stars,"









  
  
    
  Firstly, if you are unable to get your hands on a Series X, be patient and keep checking the online stock. When I got this system I was impressed by the small size and the overall design that keeps everything subtle and cool, looks are going to be subjective but I like the way the Series X looks. After upgrading from an Xbox One, I am thankful for a simple power cord and no brick, the included HDMI 2.1 cable, and the new controller is like the old one so usability is great.The SSD is obviously an issue and expanding the space with the proprietary expansion is quite expensive at the moment, luckily the Series X recognized my old 4TB hard drive with Xbox One games, and it was really easy from then on to manage my games. I have Series X/S enhanced titles on the internal SSD while everything else is playable from the external hard drive.The issue I have is that there are no real titles here that can sell this console, missing is the one or two console release games that really show off what this system can do and that's why ""next-gen"" isn't quite here yet. If you're planning on getting a Series X or S anyway, I highly recommend Xbox Gamepass because it has a lot of games and titles like Forza Horizon 4 that are enhanced for the Series X/S and look and play amazingly well.

  
"
1.0 out of 5 stars,"









  
  
    
  amazon used purolator and they did not come to my door but went straight to the pickup location which is 1 hour away by public transpiration. i left my cell number, buzz, didnt go out on the day of delivery but nothing happened. yet, amazon once again used purolator for my other order and it is being delayed for more than a week and i cancelled it.

  
"
5.0 out of 5 stars,"









  
  
    
  If you’ve owned any Xbox One since 2013, using this Xbox doesn’t require any new learning of a new OS, which some might find as an annoyance since we are used to brand new OS’s with the launch of a new console. Plugging in an external HDD from my last Xbox One comes with the immediate access to all my previously installed games, which makes using the console immediately, much easier. Using Xbox Series X enhanced patches requires that you either copy or re-install the game to the internal SSD or Seagate Expansion SSD (which I don’t have). I was a bit disappointed to see that game installing is still dramatically slower than my PC with similarly equipped specs, but it is still an upgrade over the Xbox One models. Playing Xbox Series X enhanced games with an HDR display look awesome. They are remarkably sharp and the colours look vivid with performance I could only previously achieve on my significantly more expensive custom built PC. For the retail price of $599 Canadian, I can say that as a PC Gamer, this console is well worth the price, especially when paired with Xbox Game Pass Ultimate (which I was surprised to see no code in the box for).

  
"
1.0 out of 5 stars,"









  
  
    
  Spent 599 on a unit that arrived several days late. I got to play it for less than a week before I recieved this message. So far zero support from Microsoft. Tried to put in an online service call, Microsoft wanted to charge me for the repaired unit to be shipped back. Absolutely terrible customer service. Worked well when it worked.

  
"
5.0 out of 5 stars,"









  
  
    
  Going from Xbox One S to the Series X is almost night and day. High refresh rate, Xbox one X enhanced games, quick resume, fast loading, and just better performance overall. Controller feels great and probably my favourite one so far, only thing that’s annoying is that the Y button isn’t super responsive, not sure if it’s a minor defect or all the controllers have it but that’s the only downside (it won’t ruin the gaming experience). Once these consoles get a restock, definitely try to snag this.

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent, the shipment arrived faster than usual

  
"
4.0 out of 5 stars,"









  
  
    
  I received this xbox and was blown away by the speed, but I couldn't play any Series X games on it as they kept crashing and shutting the console down, so I had to send it in for repair to Microsoft within first week of use.I did not have the previous Xbox one so this was a huge upgrade.Cons:No Games, but coming from the 360, I picked up a lot of games I missed from the Xbox One, which I thought were impressive to pass time until actual games for the Series X come out.

  
"
5.0 out of 5 stars,"









  
  
    
  I really enjoy using the new Xbox series X. It was easy to setup (requiring an app was interesting) and the 4K experience is brilliant.I do miss the one guide experience though. It just made things easy to go from IPTV box to Xbox one output without the projector having to switch inputs. Most people won’t miss it.The existing Xbox one content runs/loads faster and it is hard to go back onto the old Xbox one now.

  
"
1.0 out of 5 stars,"









  
  
    
  The box that came with the Xbox was completely destroyed. It looks like they were throwing it around all day. Very unimpressed.

  
"
5.0 out of 5 stars,"









  
  
    
  I'm very happy with this buy! The shipping with Prime was extremely fast and I'm so glad I don't have to buy a new TV stand to make it fit nicely. I was worried it would be too tall and bulky to fit [it looked a lot like a desktop computer tower in photos and ads] but it fits perfectly on its side where my old Xbox One was. My Xbox One's processor used to struggle with certain games and apps but the Series X runs them beautifully. It indeed plays all my Xbox One games but I can't wait for the new ones to come out so I can experience the full system.

  
"
4.0 out of 5 stars,"









  
  
    
  Just love it but like everything have bought on amazon last 2 months 2 day shipping took over a week was mad as my self from trusting amazon with my preorder of a system, don't make same mistake as me when preordering video games and system there many places out there that ship on time and don't even charge you  $7.95  month from that service

  
"
5.0 out of 5 stars,"









  
  
    
  The Xbox Series X is amazing and so much fun. Loads games magnitudes faster than the previous generation Xbox One S / X.Amazon delivered quickly and we've loved it since we got it!

  
"
4.0 out of 5 stars,"









  
  
    
  feels like x1 x nothing new use same interface so its like still on x1 and games well its xbox they have no exclusives so basic 3rd party stuff all games can play on ps5 or pc , system resume feature is amazing and best new thing to gaming .  but if you want play games cheap they have gamepass ultimate . the extra memory is stupid its $350 Canadian after tax for 1 tb memory  and system only comes with 800 gigs usable space , so you will be deleting and re installing a lot when games like cod are 180 gigs .  bottom line i would wait for price drop since halo never released so all games are old x1 stuff or 3rd party.  plus so stupid no Bluetooth and speeds to dl are not great not sure part used for internet card but compared to ps5 its slow as hell downloading and install from disk .  controller is same nothing new but dpad style and still only company uses batteries wants us pay more for there charger something sony and Nintendo built in to there amazing controllers

  
"
5.0 out of 5 stars,"









  
  
    
  Coming from an orginal 2013 Xbox One the Series X is an amazing upgrade.Games load in seconds, quick resume is a great feature allowing me to game surf like never before. 1 TB of space is a huge amount I currently have 15 games loaded the majority AAA.This has been the most affordable generation change ever, I didn't have to buy a 2nd controller as all my Xbox one devices are compatable. Gamepass is such a huge value allowing me to play brand new games like Gears Tactics and Tetris Connected and load up Series X upgraded games like Gears 5, Sea of Thieves, and Forza Horizon 4. I haven't had to spend anything on games and can wait until some of the launch lineup goes on sale.Playing game in 4k and especially 60 FPS is so nice. I feel so grateful to be one of the lucky ones to get this at launch. Thank you Amazon Canada for the flawless purchase and shipping. This has not been the case with a lot of retailers including your American counterpart. I'm so grateful.

  
"
5.0 out of 5 stars,"









  
  
    
  The ability to switch between games quickly is wonderful. Knowing MS they will keep tweaking and updating the UI over time. The loading times are so much better, even for older games. I used to wait over 30 seconds every time I fast travelled somewhere, and now it’s like 5 seconds or less.For most people the Series S will be fine, but if you sit close to your TV or really need that 4K resolution, then this is the way to go. Considering Series X has more storage, and the storage sticks are expensive, it’s better to pay more upfront now for the space AND get a better console. I think games will only increase in size, and being able to hold 5-10 compared to 10-20 is a big difference.

  
"
5.0 out of 5 stars,"









  
  
    
  I had a real hard to securing an xbox series x, but thankfully I found it in stock on amazon! It was shipped quickly and I received it in a few days! Very happy with amazon's service and speediness.  The xbox is awesome, playing games in 4k 60fps is something I wanted since seeing it first hand. The difference between 30fps to 60fps is amazing and makes everything so much smoother. I can't wait to try out 120fps once I get a game that supports it!  No idea what that will be like!  The xbox is quiet, does not overheat and is a dream to play. This next gen upgrade is amazing! Can't wait to try out cyberpunk 2077 when it comes out next week!

  
"
5.0 out of 5 stars,"









  
  
    
  This console runs smooth as silk 4k ready  with extremely fast load times due to the on board SSD . This system requires a internet connection for initial setup. This console runs hot so have it in a well ventilated or open space. ( Mine smelt like burning plastic for about 3 hours seems fine now tho)

  
"
5.0 out of 5 stars,"









  
  
    
  Runs cool, runs quiet, and it's a powerhouse for the value. Everything I expected and more. Running assassins creed valhalla 4k at 60fps locked is freaking cathartic. Load times are practically non existent, not having to wait between loading screens helps maintains immersion like I didn't expect.DO NOT BUY FROM SCALPERS, they are scum of the earth opportunists. Wait a couple months for the farse to end and grab one in store. Would be soooooo satisfying if all these jackasses ended up stuck with consoles they can't sell, that way it puts them in the hole.

  
"
5.0 out of 5 stars,"









  
  
    
  Such a great console. Great speed, graphics. Game Pass is a game changer, basically Netflix for games for only $1 a month. Couldn’t be happier to play all my multi platform games!

  
"
5.0 out of 5 stars,"









  
  
    
  This game console has 12 teraflops - that's almost 10 times as many teraflops as my previous game console (the Xbox One, which only had 1.4 teraflops). Needless to say, I won't be needing any additional teraflops for quite some time, as this game console more than satisfies my need for teraflops. Highly recommended if you are in need of 12 teraflops (or, 12 trillion flops).

  
"
5.0 out of 5 stars,"









  
  
    
  Had to wait a couple days after launch for it even after ordering it on day one (September 22nd) but I didn’t mind as it was still the earliest I’ve ever bought a next gen console. I’ve been loving it so far and will only get better once next gen games actually come out in numbers.I have the PS5 as well and have to say, I’ve had significantly less early adopter glitches on the Xbox. Great work Microsoft !

  
"
